"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","HUR","TOT","PC_LF","Q","2004-Q4",7.966667,
"ITA","HUR","TOT","PC_LF","Q","2005-Q1",7.9,
"ITA","HUR","TOT","PC_LF","Q","2005-Q2",7.8,
"ITA","HUR","TOT","PC_LF","Q","2005-Q3",7.633333,
"ITA","HUR","TOT","PC_LF","Q","2005-Q4",7.666667,
"ITA","HUR","TOT","PC_LF","Q","2006-Q1",7.333333,
"ITA","HUR","TOT","PC_LF","Q","2006-Q2",6.966667,
"ITA","HUR","TOT","PC_LF","Q","2006-Q3",6.666667,
"ITA","HUR","TOT","PC_LF","Q","2006-Q4",6.5,
"ITA","HUR","TOT","PC_LF","Q","2007-Q1",6.233333,
"ITA","HUR","TOT","PC_LF","Q","2007-Q2",6,
"ITA","HUR","TOT","PC_LF","Q","2007-Q3",6.2,
"ITA","HUR","TOT","PC_LF","Q","2007-Q4",6.4,
"ITA","HUR","TOT","PC_LF","Q","2008-Q1",6.6,
"ITA","HUR","TOT","PC_LF","Q","2008-Q2",6.866667,
"ITA","HUR","TOT","PC_LF","Q","2008-Q3",6.733333,
"ITA","HUR","TOT","PC_LF","Q","2008-Q4",7,
"ITA","HUR","TOT","PC_LF","Q","2009-Q1",7.466667,
"ITA","HUR","TOT","PC_LF","Q","2009-Q2",7.566667,
"ITA","HUR","TOT","PC_LF","Q","2009-Q3",8.033334,
"ITA","HUR","TOT","PC_LF","Q","2009-Q4",8.366667,
"ITA","HUR","TOT","PC_LF","Q","2010-Q1",8.6,
"ITA","HUR","TOT","PC_LF","Q","2010-Q2",8.633333,
"ITA","HUR","TOT","PC_LF","Q","2010-Q3",8.333333,
"ITA","HUR","TOT","PC_LF","Q","2010-Q4",8.366667,
"ITA","HUR","TOT","PC_LF","Q","2011-Q1",8.166667,
"ITA","HUR","TOT","PC_LF","Q","2011-Q2",8.2,
"ITA","HUR","TOT","PC_LF","Q","2011-Q3",8.633333,
"ITA","HUR","TOT","PC_LF","Q","2011-Q4",9.366667,
"ITA","HUR","TOT","PC_LF","Q","2012-Q1",10.2,
"ITA","HUR","TOT","PC_LF","Q","2012-Q2",10.73333,
"ITA","HUR","TOT","PC_LF","Q","2012-Q3",11.03333,
"ITA","HUR","TOT","PC_LF","Q","2012-Q4",11.63333,
"ITA","HUR","TOT","PC_LF","Q","2013-Q1",12.13333,
"ITA","HUR","TOT","PC_LF","Q","2013-Q2",12.36667,
"ITA","HUR","TOT","PC_LF","Q","2013-Q3",12.36667,
"ITA","HUR","TOT","PC_LF","Q","2013-Q4",12.56667,
"ITA","HUR","TOT","PC_LF","Q","2014-Q1",12.9,
"ITA","HUR","TOT","PC_LF","Q","2014-Q2",12.63333,
"ITA","HUR","TOT","PC_LF","Q","2014-Q3",12.73333,
"ITA","HUR","TOT","PC_LF","Q","2014-Q4",12.83333,
"ITA","HUR","TOT","PC_LF","Q","2015-Q1",12.53333,
"ITA","HUR","TOT","PC_LF","Q","2015-Q2",12.23333,
"ITA","HUR","TOT","PC_LF","Q","2015-Q3",11.63333,
"ITA","HUR","TOT","PC_LF","Q","2015-Q4",11.66667,
"ITA","HUR","TOT","PC_LF","Q","2016-Q1",11.7,
"ITA","HUR","TOT","PC_LF","Q","2016-Q2",11.7,
"ITA","HUR","TOT","PC_LF","Q","2016-Q3",11.63333,
"ITA","HUR","TOT","PC_LF","Q","2016-Q4",11.83333,
"ITA","HUR","TOT","PC_LF","Q","2017-Q1",11.66667,
"ITA","HUR","TOT","PC_LF","Q","2017-Q2",11.26667,
"ITA","HUR","TOT","PC_LF","Q","2017-Q3",11.3,
"ITA","HUR","TOT","PC_LF","Q","2017-Q4",11,
"ITA","HUR","TOT","PC_LF","Q","2018-Q1",10.93333,
"ITA","HUR","TOT","PC_LF","Q","2018-Q2",10.8,
"ITA","HUR","TOT","PC_LF","Q","2018-Q3",10.26667,
"ITA","HUR","TOT","PC_LF","Q","2018-Q4",10.5,
"ITA","HUR","TOT","PC_LF","Q","2019-Q1",10.33333,
"ITA","HUR","TOT","PC_LF","Q","2019-Q2",9.966666,
"ITA","HUR","TOT","PC_LF","Q","2019-Q3",9.6,
"ITA","HUR","TOT","PC_LF","Q","2019-Q4",9.666667,
"ITA","HUR","TOT","PC_LF","Q","2020-Q1",9,
"ITA","HUR","TOT","PC_LF","Q","2020-Q2",8.6,
"ITA","HUR","TOT","PC_LF","Q","2020-Q3",10,
"ITA","HUR","TOT","PC_LF","Q","2020-Q4",9.766666,
"ITA","HUR","TOT","PC_LF","Q","2021-Q1",10.13333,
"ITA","HUR","TOT","PC_LF","Q","2021-Q2",9.8,
"ITA","HUR","TOT","PC_LF","Q","2021-Q3",9.1,
"ITA","HUR","TOT","PC_LF","Q","2021-Q4",9.133333,
"LUX","HUR","TOT","PC_LF","Q","2000-Q1",2.3,
"LUX","HUR","TOT","PC_LF","Q","2000-Q2",2.3,
"LUX","HUR","TOT","PC_LF","Q","2000-Q3",2.233333,
"LUX","HUR","TOT","PC_LF","Q","2000-Q4",2.033333,
"LUX","HUR","TOT","PC_LF","Q","2001-Q1",1.866667,
"LUX","HUR","TOT","PC_LF","Q","2001-Q2",1.866667,
"LUX","HUR","TOT","PC_LF","Q","2001-Q3",1.9,
"LUX","HUR","TOT","PC_LF","Q","2001-Q4",2,
"LUX","HUR","TOT","PC_LF","Q","2002-Q1",2.133333,
"LUX","HUR","TOT","PC_LF","Q","2002-Q2",2.433333,
"LUX","HUR","TOT","PC_LF","Q","2002-Q3",2.7,
"LUX","HUR","TOT","PC_LF","Q","2002-Q4",2.966667,
"LUX","HUR","TOT","PC_LF","Q","2003-Q1",3.3,
"LUX","HUR","TOT","PC_LF","Q","2003-Q2",3.6,
"LUX","HUR","TOT","PC_LF","Q","2003-Q3",3.933333,
"LUX","HUR","TOT","PC_LF","Q","2003-Q4",4.333333,
"LUX","HUR","TOT","PC_LF","Q","2004-Q1",4.733333,
"LUX","HUR","TOT","PC_LF","Q","2004-Q2",5,
"LUX","HUR","TOT","PC_LF","Q","2004-Q3",5.066667,
"LUX","HUR","TOT","PC_LF","Q","2004-Q4",4.966667,
"LUX","HUR","TOT","PC_LF","Q","2005-Q1",4.766667,
"LUX","HUR","TOT","PC_LF","Q","2005-Q2",4.666667,
"LUX","HUR","TOT","PC_LF","Q","2005-Q3",4.533333,
"LUX","HUR","TOT","PC_LF","Q","2005-Q4",4.633333,
"LUX","HUR","TOT","PC_LF","Q","2006-Q1",4.566667,
"LUX","HUR","TOT","PC_LF","Q","2006-Q2",4.533333,
"LUX","HUR","TOT","PC_LF","Q","2006-Q3",4.566667,
"LUX","HUR","TOT","PC_LF","Q","2006-Q4",4.6,
"LUX","HUR","TOT","PC_LF","Q","2007-Q1",4.4,
"LUX","HUR","TOT","PC_LF","Q","2007-Q2",4.133333,
"LUX","HUR","TOT","PC_LF","Q","2007-Q3",4,
"LUX","HUR","TOT","PC_LF","Q","2007-Q4",4.166667,
"LUX","HUR","TOT","PC_LF","Q","2008-Q1",4.4,
"LUX","HUR","TOT","PC_LF","Q","2008-Q2",4.8,
"LUX","HUR","TOT","PC_LF","Q","2008-Q3",5,
"LUX","HUR","TOT","PC_LF","Q","2008-Q4",5.233333,
"LUX","HUR","TOT","PC_LF","Q","2009-Q1",5.4,
"LUX","HUR","TOT","PC_LF","Q","2009-Q2",5.266667,
"LUX","HUR","TOT","PC_LF","Q","2009-Q3",5.033333,
"LUX","HUR","TOT","PC_LF","Q","2009-Q4",4.9,
"LUX","HUR","TOT","PC_LF","Q","2010-Q1",4.633333,
"LUX","HUR","TOT","PC_LF","Q","2010-Q2",4.433333,
"LUX","HUR","TOT","PC_LF","Q","2010-Q3",4.433333,
"LUX","HUR","TOT","PC_LF","Q","2010-Q4",4.733333,
"LUX","HUR","TOT","PC_LF","Q","2011-Q1",4.7,
"LUX","HUR","TOT","PC_LF","Q","2011-Q2",4.766667,
"LUX","HUR","TOT","PC_LF","Q","2011-Q3",5,
"LUX","HUR","TOT","PC_LF","Q","2011-Q4",4.833333,
"LUX","HUR","TOT","PC_LF","Q","2012-Q1",5,
"LUX","HUR","TOT","PC_LF","Q","2012-Q2",5.066667,
"LUX","HUR","TOT","PC_LF","Q","2012-Q3",5.033333,
"LUX","HUR","TOT","PC_LF","Q","2012-Q4",5.3,
"LUX","HUR","TOT","PC_LF","Q","2013-Q1",5.6,
"LUX","HUR","TOT","PC_LF","Q","2013-Q2",5.8,
"LUX","HUR","TOT","PC_LF","Q","2013-Q3",5.933333,
"LUX","HUR","TOT","PC_LF","Q","2013-Q4",6,
"LUX","HUR","TOT","PC_LF","Q","2014-Q1",5.966667,
"LUX","HUR","TOT","PC_LF","Q","2014-Q2",5.966667,
"LUX","HUR","TOT","PC_LF","Q","2014-Q3",6.033333,
"LUX","HUR","TOT","PC_LF","Q","2014-Q4",6.166667,
"LUX","HUR","TOT","PC_LF","Q","2015-Q1",6.366667,
"LUX","HUR","TOT","PC_LF","Q","2015-Q2",6.5,
"LUX","HUR","TOT","PC_LF","Q","2015-Q3",6.5,
"LUX","HUR","TOT","PC_LF","Q","2015-Q4",6.5,
"LUX","HUR","TOT","PC_LF","Q","2016-Q1",6.4,
"LUX","HUR","TOT","PC_LF","Q","2016-Q2",6.3,
"LUX","HUR","TOT","PC_LF","Q","2016-Q3",6.3,
"LUX","HUR","TOT","PC_LF","Q","2016-Q4",6.3,
"LUX","HUR","TOT","PC_LF","Q","2017-Q1",5.866667,
"LUX","HUR","TOT","PC_LF","Q","2017-Q2",5.533333,
"LUX","HUR","TOT","PC_LF","Q","2017-Q3",5.533333,
"LUX","HUR","TOT","PC_LF","Q","2017-Q4",5.466667,
"LUX","HUR","TOT","PC_LF","Q","2018-Q1",5.5,
"LUX","HUR","TOT","PC_LF","Q","2018-Q2",5.566667,
"LUX","HUR","TOT","PC_LF","Q","2018-Q3",5.633333,
"LUX","HUR","TOT","PC_LF","Q","2018-Q4",5.366667,
"LUX","HUR","TOT","PC_LF","Q","2019-Q1",5.4,
"LUX","HUR","TOT","PC_LF","Q","2019-Q2",5.7,
"LUX","HUR","TOT","PC_LF","Q","2019-Q3",5.633333,
"LUX","HUR","TOT","PC_LF","Q","2019-Q4",5.566667,
"LUX","HUR","TOT","PC_LF","Q","2020-Q1",5.966667,
"LUX","HUR","TOT","PC_LF","Q","2020-Q2",7.566667,
"LUX","HUR","TOT","PC_LF","Q","2020-Q3",6.766667,
"LUX","HUR","TOT","PC_LF","Q","2020-Q4",6.266667,
"LUX","HUR","TOT","PC_LF","Q","2021-Q1",6.2,
"LUX","HUR","TOT","PC_LF","Q","2021-Q2",5.866667,
"LUX","HUR","TOT","PC_LF","Q","2021-Q3",5.266667,
"LUX","HUR","TOT","PC_LF","Q","2021-Q4",4.966667,
"NLD","HUR","TOT","PC_LF","Q","2000-Q1",3.866667,
"NLD","HUR","TOT","PC_LF","Q","2000-Q2",3.733333,
"NLD","HUR","TOT","PC_LF","Q","2000-Q3",3.566667,
"NLD","HUR","TOT","PC_LF","Q","2000-Q4",3.366667,
"NLD","HUR","TOT","PC_LF","Q","2001-Q1",3.2,
"NLD","HUR","TOT","PC_LF","Q","2001-Q2",3.1,
"NLD","HUR","TOT","PC_LF","Q","2001-Q3",3.1,
"NLD","HUR","TOT","PC_LF","Q","2001-Q4",3.133333,
"NLD","HUR","TOT","PC_LF","Q","2002-Q1",3.3,
"NLD","HUR","TOT","PC_LF","Q","2002-Q2",3.5,
"NLD","HUR","TOT","PC_LF","Q","2002-Q3",3.8,
"NLD","HUR","TOT","PC_LF","Q","2002-Q4",4.1,
"NLD","HUR","TOT","PC_LF","Q","2003-Q1",5.433333,
"NLD","HUR","TOT","PC_LF","Q","2003-Q2",5.8,
"NLD","HUR","TOT","PC_LF","Q","2003-Q3",6.1,
"NLD","HUR","TOT","PC_LF","Q","2003-Q4",6.366667,
"NLD","HUR","TOT","PC_LF","Q","2004-Q1",6.6,
"NLD","HUR","TOT","PC_LF","Q","2004-Q2",6.933333,
"NLD","HUR","TOT","PC_LF","Q","2004-Q3",6.733333,
"NLD","HUR","TOT","PC_LF","Q","2004-Q4",6.866667,
"NLD","HUR","TOT","PC_LF","Q","2005-Q1",7.1,
"NLD","HUR","TOT","PC_LF","Q","2005-Q2",7.1,
"NLD","HUR","TOT","PC_LF","Q","2005-Q3",6.933333,
"NLD","HUR","TOT","PC_LF","Q","2005-Q4",6.833333,
"NLD","HUR","TOT","PC_LF","Q","2006-Q1",6.433333,
"NLD","HUR","TOT","PC_LF","Q","2006-Q2",6.133333,
"NLD","HUR","TOT","PC_LF","Q","2006-Q3",5.933333,
"NLD","HUR","TOT","PC_LF","Q","2006-Q4",5.866667,
"NLD","HUR","TOT","PC_LF","Q","2007-Q1",5.633333,
"NLD","HUR","TOT","PC_LF","Q","2007-Q2",5.266667,
"NLD","HUR","TOT","PC_LF","Q","2007-Q3",5.233333,
"NLD","HUR","TOT","PC_LF","Q","2007-Q4",5.066667,
"NLD","HUR","TOT","PC_LF","Q","2008-Q1",4.8,
"NLD","HUR","TOT","PC_LF","Q","2008-Q2",4.8,
"NLD","HUR","TOT","PC_LF","Q","2008-Q3",4.733333,
"NLD","HUR","TOT","PC_LF","Q","2008-Q4",4.733333,
"NLD","HUR","TOT","PC_LF","Q","2009-Q1",4.9,
"NLD","HUR","TOT","PC_LF","Q","2009-Q2",5.233333,
"NLD","HUR","TOT","PC_LF","Q","2009-Q3",5.6,
"NLD","HUR","TOT","PC_LF","Q","2009-Q4",5.933333,
"NLD","HUR","TOT","PC_LF","Q","2010-Q1",6.2,
"NLD","HUR","TOT","PC_LF","Q","2010-Q2",6.133333,
"NLD","HUR","TOT","PC_LF","Q","2010-Q3",6.1,
"NLD","HUR","TOT","PC_LF","Q","2010-Q4",5.933333,
"NLD","HUR","TOT","PC_LF","Q","2011-Q1",5.8,
"NLD","HUR","TOT","PC_LF","Q","2011-Q2",5.766667,
"NLD","HUR","TOT","PC_LF","Q","2011-Q3",6.066667,
"NLD","HUR","TOT","PC_LF","Q","2011-Q4",6.5,
"NLD","HUR","TOT","PC_LF","Q","2012-Q1",6.533333,
"NLD","HUR","TOT","PC_LF","Q","2012-Q2",6.733333,
"NLD","HUR","TOT","PC_LF","Q","2012-Q3",6.833333,
"NLD","HUR","TOT","PC_LF","Q","2012-Q4",7.2,
"NLD","HUR","TOT","PC_LF","Q","2013-Q1",7.7,
"NLD","HUR","TOT","PC_LF","Q","2013-Q2",8.133333,
"NLD","HUR","TOT","PC_LF","Q","2013-Q3",8.5,
"NLD","HUR","TOT","PC_LF","Q","2013-Q4",8.466666,
"NLD","HUR","TOT","PC_LF","Q","2014-Q1",8.666667,
"NLD","HUR","TOT","PC_LF","Q","2014-Q2",8.466666,
"NLD","HUR","TOT","PC_LF","Q","2014-Q3",8.1,
"NLD","HUR","TOT","PC_LF","Q","2014-Q4",8.133333,
"NLD","HUR","TOT","PC_LF","Q","2015-Q1",8.166667,
"NLD","HUR","TOT","PC_LF","Q","2015-Q2",8,
"NLD","HUR","TOT","PC_LF","Q","2015-Q3",7.733333,
"NLD","HUR","TOT","PC_LF","Q","2015-Q4",7.733333,
"NLD","HUR","TOT","PC_LF","Q","2016-Q1",7.433333,
"NLD","HUR","TOT","PC_LF","Q","2016-Q2",7.233333,
"NLD","HUR","TOT","PC_LF","Q","2016-Q3",6.833333,
"NLD","HUR","TOT","PC_LF","Q","2016-Q4",6.533333,
"NLD","HUR","TOT","PC_LF","Q","2017-Q1",6.3,
"NLD","HUR","TOT","PC_LF","Q","2017-Q2",6.066667,
"NLD","HUR","TOT","PC_LF","Q","2017-Q3",5.766667,
"NLD","HUR","TOT","PC_LF","Q","2017-Q4",5.433333,
"NLD","HUR","TOT","PC_LF","Q","2018-Q1",5.1,
"NLD","HUR","TOT","PC_LF","Q","2018-Q2",4.9,
"NLD","HUR","TOT","PC_LF","Q","2018-Q3",4.866667,
"NLD","HUR","TOT","PC_LF","Q","2018-Q4",4.633333,
"NLD","HUR","TOT","PC_LF","Q","2019-Q1",4.466667,
"NLD","HUR","TOT","PC_LF","Q","2019-Q2",4.333333,
"NLD","HUR","TOT","PC_LF","Q","2019-Q3",4.466667,
"NLD","HUR","TOT","PC_LF","Q","2019-Q4",4.433333,
"NLD","HUR","TOT","PC_LF","Q","2020-Q1",4.066667,
"NLD","HUR","TOT","PC_LF","Q","2020-Q2",4.833333,
"NLD","HUR","TOT","PC_LF","Q","2020-Q3",5.466667,
"NLD","HUR","TOT","PC_LF","Q","2020-Q4",5.066667,
"NLD","HUR","TOT","PC_LF","Q","2021-Q1",4.666667,
"NLD","HUR","TOT","PC_LF","Q","2021-Q2",4.366667,
"NLD","HUR","TOT","PC_LF","Q","2021-Q3",4.133333,
"NLD","HUR","TOT","PC_LF","Q","2021-Q4",3.8,
"PRT","HUR","TOT","PC_LF","Q","2000-Q1",5.433333,
"PRT","HUR","TOT","PC_LF","Q","2000-Q2",5.233333,
"PRT","HUR","TOT","PC_LF","Q","2000-Q3",5.3,
"PRT","HUR","TOT","PC_LF","Q","2000-Q4",5.066667,
"PRT","HUR","TOT","PC_LF","Q","2001-Q1",5.266667,
"PRT","HUR","TOT","PC_LF","Q","2001-Q2",5.4,
"PRT","HUR","TOT","PC_LF","Q","2001-Q3",5.433333,
"PRT","HUR","TOT","PC_LF","Q","2001-Q4",5.4,
"PRT","HUR","TOT","PC_LF","Q","2002-Q1",5.633333,
"PRT","HUR","TOT","PC_LF","Q","2002-Q2",6.133333,
"PRT","HUR","TOT","PC_LF","Q","2002-Q3",6.633333,
"PRT","HUR","TOT","PC_LF","Q","2002-Q4",7.466667,
"PRT","HUR","TOT","PC_LF","Q","2003-Q1",7.666667,
"PRT","HUR","TOT","PC_LF","Q","2003-Q2",7.9,
"PRT","HUR","TOT","PC_LF","Q","2003-Q3",7.8,
"PRT","HUR","TOT","PC_LF","Q","2003-Q4",7.866667,
"PRT","HUR","TOT","PC_LF","Q","2004-Q1",7.566667,
"PRT","HUR","TOT","PC_LF","Q","2004-Q2",8.066667,
"PRT","HUR","TOT","PC_LF","Q","2004-Q3",8.4,
"PRT","HUR","TOT","PC_LF","Q","2004-Q4",8.566667,
"PRT","HUR","TOT","PC_LF","Q","2005-Q1",8.8,
"PRT","HUR","TOT","PC_LF","Q","2005-Q2",9.133333,
"PRT","HUR","TOT","PC_LF","Q","2005-Q3",9.466666,
"PRT","HUR","TOT","PC_LF","Q","2005-Q4",9.433333,
"PRT","HUR","TOT","PC_LF","Q","2006-Q1",9.133333,
"PRT","HUR","TOT","PC_LF","Q","2006-Q2",9.1,
"PRT","HUR","TOT","PC_LF","Q","2006-Q3",9.333333,
"PRT","HUR","TOT","PC_LF","Q","2006-Q4",9.666667,
"PRT","HUR","TOT","PC_LF","Q","2007-Q1",9.733334,
"PRT","HUR","TOT","PC_LF","Q","2007-Q2",9.733334,
"PRT","HUR","TOT","PC_LF","Q","2007-Q3",9.566667,
"PRT","HUR","TOT","PC_LF","Q","2007-Q4",9.333333,
"PRT","HUR","TOT","PC_LF","Q","2008-Q1",8.966666,
"PRT","HUR","TOT","PC_LF","Q","2008-Q2",9.133333,
"PRT","HUR","TOT","PC_LF","Q","2008-Q3",9.333333,
"PRT","HUR","TOT","PC_LF","Q","2008-Q4",9.5,
"PRT","HUR","TOT","PC_LF","Q","2009-Q1",10.23333,
"PRT","HUR","TOT","PC_LF","Q","2009-Q2",11.03333,
"PRT","HUR","TOT","PC_LF","Q","2009-Q3",11.76667,
"PRT","HUR","TOT","PC_LF","Q","2009-Q4",11.86667,
"PRT","HUR","TOT","PC_LF","Q","2010-Q1",12,
"PRT","HUR","TOT","PC_LF","Q","2010-Q2",12.7,
"PRT","HUR","TOT","PC_LF","Q","2010-Q3",12.93333,
"PRT","HUR","TOT","PC_LF","Q","2010-Q4",12.7,
"PRT","HUR","TOT","PC_LF","Q","2011-Q1",12.86667,
"PRT","HUR","TOT","PC_LF","Q","2011-Q2",13.03333,
"PRT","HUR","TOT","PC_LF","Q","2011-Q3",13.5,
"PRT","HUR","TOT","PC_LF","Q","2011-Q4",14.6,
"PRT","HUR","TOT","PC_LF","Q","2012-Q1",15.36667,
"PRT","HUR","TOT","PC_LF","Q","2012-Q2",16.23333,
"PRT","HUR","TOT","PC_LF","Q","2012-Q3",16.9,
"PRT","HUR","TOT","PC_LF","Q","2012-Q4",17.83333,
"PRT","HUR","TOT","PC_LF","Q","2013-Q1",18.1,
"PRT","HUR","TOT","PC_LF","Q","2013-Q2",17.7,
"PRT","HUR","TOT","PC_LF","Q","2013-Q3",16.93333,
"PRT","HUR","TOT","PC_LF","Q","2013-Q4",16.03333,
"PRT","HUR","TOT","PC_LF","Q","2014-Q1",15.33333,
"PRT","HUR","TOT","PC_LF","Q","2014-Q2",14.96667,
"PRT","HUR","TOT","PC_LF","Q","2014-Q3",14.23333,
"PRT","HUR","TOT","PC_LF","Q","2014-Q4",13.96667,
"PRT","HUR","TOT","PC_LF","Q","2015-Q1",13.83333,
"PRT","HUR","TOT","PC_LF","Q","2015-Q2",12.9,
"PRT","HUR","TOT","PC_LF","Q","2015-Q3",12.76667,
"PRT","HUR","TOT","PC_LF","Q","2015-Q4",12.63333,
"PRT","HUR","TOT","PC_LF","Q","2016-Q1",12.3,
"PRT","HUR","TOT","PC_LF","Q","2016-Q2",11.63333,
"PRT","HUR","TOT","PC_LF","Q","2016-Q3",11.23333,
"PRT","HUR","TOT","PC_LF","Q","2016-Q4",10.66667,
"PRT","HUR","TOT","PC_LF","Q","2017-Q1",10.06667,
"PRT","HUR","TOT","PC_LF","Q","2017-Q2",9.533334,
"PRT","HUR","TOT","PC_LF","Q","2017-Q3",9,
"PRT","HUR","TOT","PC_LF","Q","2017-Q4",8.3,
"PRT","HUR","TOT","PC_LF","Q","2018-Q1",7.766667,
